# background genes,# genes,perc_overlap,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year
52,5,0.0961538461538462,GO Biological Process,,Somatic diversification of immune receptors,0.0011,ERCC1|MSH2|MSH6|ATM|ADAR,128,730|736|388|475|646,0.0000796,,GO:0002200,0.295860731484177,0
73,7,0.0958904109589041,GO Biological Process,,Positive regulation of DNA biosynthetic process,0.0000571,MAPK1|ATM|SRC|PCNA|XRCC5|MYC|CTNNB1,128,622|475|625|376|574|505|580,0.00000291,,GO:2000573,0.424336389175415,0
94,9,0.0957446808510638,GO Biological Process,,Post-embryonic development,0.00000282,ERCC1|KDR|ATM|BAX|MTOR|BAK1|GATA3|BCL2L11|BCL2,128,730|460|475|547|352|520|445|586|553,0.000000108,,GO:0009791,0.554975089168064,0
126,12,0.0952380952380952,GO Biological Process,,Response to ethanol,0.0000000282,RPS6KB1|CCND1|PRKAA1|CASP8|CLDN7|BAK1|GATA3|G6PD|BAD|CDK1|EIF4G1|BIRC2,128,421|481|343|427|766|520|445|496|493|637|544|391,8.1E-10,,GO:0045471,0.754975089168064,0
63,6,0.0952380952380952,GO Biological Process,,Regulation of focal adhesion assembly,0.00026,KDR|TSC1|SMAD3|PTEN|SRC|ACVRL1,128,460|433|538|373|625|712,0.0000158,,GO:0051893,0.358502665202918,0
42,4,0.0952380952380952,GO Biological Process,,T cell differentiation involved in immune response,0.005,STAT3|TSC1|MTOR|GATA3,128,691|433|352|445,0.00044,,GO:0002292,0.230102999566398,0
42,4,0.0952380952380952,GO Biological Process,,Regulation of inflammatory response to antigenic stimulus,0.005,MAPK14|PARK7|SRC|SYK,128,634|340|625|382,0.00044,,GO:0002861,0.230102999566398,0
42,4,0.0952380952380952,GO Biological Process,,T cell costimulation,0.005,PIK3CA|CAV1|SRC|LCK,128,715|685|625|511,0.00044,,GO:0031295,0.230102999566398,0
95,9,0.0947368421052632,GO Biological Process,,Regulation of epithelial to mesenchymal transition,0.00000303,SNAI1|SMAD3|SMAD4|MTOR|PTEN|GATA3|WWTR1|CTNNB1|NOTCH1,128,655|538|616|352|373|445|673|580|571,0.000000118,,GO:0010717,0.55185573714977,0
318,30,0.0943396226415094,GO Biological Process,,Apoptotic signaling pathway,7.8E-21,MSH2|MSH6|ERBB3|TP53|ATM|BAX|CTNNA1|BID|STK11|PRKCD|SMAD3|CAV1|FOXO3|CASP8|CASP7|BAK1|BCL2L1|BRCA2|CHEK2|PDK1|BCL2L11|BAD|BCL2|CDKN1A|MAPK9|RAF1|PRKCA|YAP1|CTNNB1|DIABLO,128,736|388|487|709|475|547|754|763|499|325|538|685|541|427|529|520|385|751|361|328|586|493|553|604|403|727|706|523|580|508,6.42E-23,,GO:0097190,2.01079053973095,0
53,5,0.0943396226415094,GO Biological Process,,B cell proliferation,0.0012,BAX|PRKCD|PTEN|BCL2|MS4A1,128,547|325|373|553|556,0.0000866,,GO:0042100,0.292081875395238,0
53,5,0.0943396226415094,GO Biological Process,,Positive regulation of blood vessel endothelial cell migration,0.0012,KDR|STAT5A|ANXA1|ETS1|PRKCA,128,460|550|565|652|706,0.0000866,,GO:0043536,0.292081875395238,0
64,6,0.09375,GO Biological Process,,Regulation of telomere maintenance via telomere lengthening,0.00028,MAPK1|ATM|PARP1|SRC|XRCC5|CTNNB1,128,622|475|409|625|574|580,0.0000172,,GO:1904356,0.355284196865778,0
32,3,0.09375,GO Biological Process,,Positive regulation of microtubule polymerization,0.0228,CDKN1B|MET|HSPA1A,128,583|400|316,0.0025,,GO:0031116,0.164206515299955,0
32,3,0.09375,GO Biological Process,,Regulation of SMAD protein signal transduction,0.0228,SMAD4|PARP1|WWTR1,128,616|409|673,0.0025,,GO:0060390,0.164206515299955,0
32,3,0.09375,GO Biological Process,,Positive regulation of cartilage development,0.0228,SMAD1|SMAD3|ACVRL1,128,700|538|712,0.0025,,GO:0061036,0.164206515299955,0
32,3,0.09375,GO Biological Process,,Positive regulation of animal organ morphogenesis,0.0228,AR|GATA3|CTNNB1,128,733|445|580,0.0025,,GO:0110110,0.164206515299955,0
32,3,0.09375,GO Biological Process,,Regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.0228,TP53|BCL2|MYC,128,709|553|505,0.0025,,GO:1902253,0.164206515299955,0
278,26,0.0935251798561151,GO Biological Process,,Response to hypoxia,7.02E-18,CDKN1B|VHL|XRCC1|GATA6|TP53|ATM|ITGA2|RPTOR|SMAD3|CAV1|FOXO3|SMAD4|PRKAA1|MTOR|BECN1|PTEN|SRC|ACVRL1|TFRC|PDK1|BAD|BCL2|NDRG1|BIRC2|MYC|NOTCH1,128,583|394|769|631|709|475|721|676|538|685|541|616|343|352|430|373|625|712|319|328|493|553|448|391|505|571,7.61E-20,,GO:0001666,1.71536628878702,0
75,7,0.0933333333333333,GO Biological Process,,Positive regulation of carbohydrate metabolic process,0.0000663,NFKB1|IRS1|RPTOR|STK11|PRKAA1|MTOR|SRC,128,601|610|676|499|343|352|625,0.00000344,,GO:0045913,0.417848647159523,0
75,7,0.0933333333333333,GO Biological Process,,Cellular response to mechanical stimulus,0.0000663,NFKB1|ITGA2|CASP8|BAK1|BAD|MAPK8|CHEK1,128,601|721|427|520|493|640|442,0.00000344,,GO:0071260,0.417848647159523,0
43,4,0.0930232558139535,GO Biological Process,,Positive regulation of striated muscle cell differentiation,0.0054,MAPK14|NRG1|MTOR|BCL2,128,634|502|352|553,0.00048,,GO:0051155,0.226760624017703,0
54,5,0.0925925925925926,GO Biological Process,,Osteoclast differentiation,0.0013,MAPK14|GAB2|SRC|TFRC|CTNNB1,128,634|367|625|319|580,0.000094,,GO:0030316,0.288605664769316,0
54,5,0.0925925925925926,GO Biological Process,,Mesenchyme morphogenesis,0.0013,SNAI1|SMAD3|SMAD4|ACVRL1|NOTCH1,128,655|538|616|712|571,0.000094,,GO:0072132,0.288605664769316,0
119,11,0.092436974789916,GO Biological Process,,Formation of primary germ layer,0.000000177,SNAI1|GATA6|ITGA2|MAP2K1|SMAD1|SMAD3|NF2|FN1|COL6A1|SETD2|CTNNB1,128,655|631|721|559|700|538|613|703|490|532|580,0.00000000562,,GO:0001704,0.675202673363819,0
325,30,0.0923076923076923,GO Biological Process,,Cellular response to abiotic stimulus,1.33E-20,ERCC1|NFKB1|MAPK14|PIK3CA|TP53|ATM|BAX|ITGA2|RPTOR|STK11|PRKCD|CASP8|MTOR|PARP1|PTEN|BAK1|BCL2L1|ERRFI1|PCNA|BRCA2|TP53BP1|CHEK2|XRCC5|BAD|MAPK8|CDKN1A|CHEK1|MYC|YAP1|RAD51,128,730|601|634|715|709|475|547|721|676|499|325|427|352|409|373|520|385|334|376|751|463|361|574|493|640|604|442|505|523|658,1.15E-22,,GO:0071214,1.98761483590329,0
130,12,0.0923076923076923,GO Biological Process,,Endocrine system development,0.0000000387,MAPK1|CDH1|CDH2|GATA6|MAP2K1|SMAD3|SMAD4|BAK1|ANXA1|GATA3|RAF1|BRAF,128,622|355|370|631|559|538|616|520|565|445|727|694,0.00000000113,,GO:0035270,0.741228903498109,0
65,6,0.0923076923076923,GO Biological Process,,Regulation of smooth muscle cell migration,0.0003,XBP1|SERPINE1|RPS6KB1|ITGA2|SRC|BCL2,128,739|322|421|721|625|553,0.0000187,,GO:0014910,0.352287874528034,0
98,9,0.0918367346938776,GO Biological Process,,Endothelium development,0.00000382,KDR|NRG1|FASN|MET|SMAD4|ACVRL1|PECAM1|CTNNB1|NOTCH1,128,460|502|472|400|616|712|667|580|571,0.000000151,,GO:0003158,0.541793663708829,0
131,12,0.0916030534351145,GO Biological Process,,Liver development,0.0000000418,XBP1|CCND1|PIK3CA|GATA6|ITGA2|MET|SMAD3|JUN|ANXA1|PCNA|RPS6KA1|NOTCH1,128,739|481|715|631|721|400|538|688|565|376|331|571,0.00000000122,,GO:0001889,0.737882371822496,0
153,14,0.0915032679738562,GO Biological Process,,Regulation of mitochondrion organization,0.00000000203,TSC2|KDR|TP53|BAX|BID|PARK7|BAK1|HSPA1A|BCL2L1|SQSTM1|TFRC|BCL2L11|BAD|MAPK8,128,562|460|709|547|763|340|520|316|385|412|319|586|493|640,4.87E-11,,GO:0010821,0.869250396208679,0
164,15,0.0914634146341463,GO Biological Process,,Regulation of G1/S transition of mitotic cell cycle,4.4E-10,CCND1|CDKN1B|RB1|TP53|EGFR|ATM|RPTOR|BID|ARID1A|PTEN|ANXA1|CHEK2|BCL2|CDKN1A|EIF4G1,128,481|583|595|709|406|475|676|763|619|373|565|361|553|604|544,9.68E-12,,GO:2000045,0.935654732351381,0
143,13,0.0909090909090909,GO Biological Process,,Regulation of reactive oxygen species metabolic process,0.0000000098,MAPK14|TP53|PRKCD|FOXO3|PARK7|FOXM1|BECN1|SYK|G6PD|BCL2|CDKN1A|SHC1|BIRC2,128,634|709|325|541|340|484|430|382|496|553|604|607|391,2.65E-10,,GO:2000377,0.800877392430751,0
55,5,0.0909090909090909,GO Biological Process,,Response to ischemia,0.0014,EEF2K|TP53|CAV1|SQSTM1|BCL2,128,349|709|685|412|553,0.0001,,GO:0002931,0.285387196432176,0
55,5,0.0909090909090909,GO Biological Process,,Regulation of telomere maintenance via telomerase,0.0014,MAPK1|ATM|SRC|XRCC5|CTNNB1,128,622|475|625|574|580,0.0001,,GO:0032210,0.285387196432176,0
55,5,0.0909090909090909,GO Biological Process,,Regulation of carbohydrate catabolic process,0.0014,STAT3|TP53|RPTOR|PRKAA1|MTOR,128,691|709|676|343|352,0.0001,,GO:0043470,0.285387196432176,0
44,4,0.0909090909090909,GO Biological Process,,Apoptotic cell clearance,0.0058,AXL|BECN1|TGM2|ANXA1,128,670|430|535|565,0.00052,,GO:0043277,0.223657200643706,0
33,3,0.0909090909090909,GO Biological Process,,Endothelial cell proliferation,0.0244,XBP1|CAV1|ACVRL1,128,739|685|712,0.0027,,GO:0001935,0.161261017366127,0
33,3,0.0909090909090909,GO Biological Process,,ER-nucleus signaling pathway,0.0244,XBP1|TP53|BCL2L11,128,739|709|586,0.0027,,GO:0006984,0.161261017366127,0
33,3,0.0909090909090909,GO Biological Process,,Positive regulation of monooxygenase activity,0.0244,CDH3|PARK7|ESR1,128,697|340|760,0.0027,,GO:0032770,0.161261017366127,0
33,3,0.0909090909090909,GO Biological Process,,Regulation of myeloid cell apoptotic process,0.0244,PTEN|ANXA1|BCL2,128,373|565|553,0.0027,,GO:0033032,0.161261017366127,0
419,38,0.0906921241050119,GO Biological Process,,Gland development,3.67E-26,MAPK1|XBP1|NFKB1|CCND1|CDKN1B|CDH1|PIK3CA|GATA6|EGFR|ATM|NRG1|BAX|ITGA2|MAP2K1|FASN|MET|STK11|PGR|SMAD3|CAV1|STAT5A|SMAD4|TGM2|JUN|PTEN|SRC|AR|ANXA1|PCNA|GATA3|BCL2L11|BCL2|RAF1|ESR1|BRAF|RPS6KA1|CTNNB1|NOTCH1,128,622|739|601|481|583|355|715|631|406|475|502|547|721|559|472|400|499|568|538|685|550|616|535|688|373|625|733|565|376|445|586|553|727|760|694|331|580|571,1.89E-28,,GO:0048732,2.54353339357479,0
167,15,0.0898203592814371,GO Biological Process,,Response to corticosteroid,5.51E-10,RPS6KB1|CCND1|IGFBP2|PIK3CA|FOXO3|PARP1|SRC|ANXA1|ERRFI1|PCNA|BCL2L11|BAD|BCL2|EIF4E|NOTCH1,128,421|481|598|715|541|409|625|565|334|376|586|493|553|745|571,1.23E-11,,GO:0031960,0.925884840114822,0
78,7,0.0897435897435897,GO Biological Process,,Response to osmotic stress,0.0000831,TP53|BAX|ITGA2|RPTOR|MTOR|ERRFI1|XRCC5,128,709|547|721|676|352|334|574,0.00000438,,GO:0006970,0.408039897621589,0
67,6,0.0895522388059701,GO Biological Process,,Animal organ regeneration,0.00035,CCND1|AXL|BAK1|PCNA|CDK1|NOTCH1,128,481|670|520|376|637|571,0.0000219,,GO:0031100,0.345593195564972,0
67,6,0.0895522388059701,GO Biological Process,,Positive regulation of telomere maintenance,0.00035,ERCC1|MAPK1|ATM|MRE11|XRCC5|CTNNB1,128,730|622|475|679|574|580,0.0000219,,GO:0032206,0.345593195564972,0
67,6,0.0895522388059701,GO Biological Process,,Ovulation cycle,0.00035,AXL|PGR|FOXO3|SRC|PCNA|ESR1,128,670|568|541|625|376|760,0.0000219,,GO:0042698,0.345593195564972,0
168,15,0.0892857142857143,GO Biological Process,,Male sex differentiation,5.95E-10,ERCC1|CCND1|MSH2|GATA6|KIT|BAX|CTNNA1|SMAD4|AR|BCL2L1|GATA3|BCL2L11|BCL2|ESR1|CTNNB1,128,730|481|736|631|514|547|754|616|733|385|445|586|553|760|580,1.33E-11,,GO:0046661,0.922548303427145,0
56,5,0.0892857142857143,GO Biological Process,,Somatic stem cell population maintenance,0.0015,STAT3|KIT|RAF1|BRAF|YAP1,128,691|514|727|694|523,0.00011,,GO:0035019,0.282390874094432,0
56,5,0.0892857142857143,GO Biological Process,,Response to axon injury,0.0015,BAX|CTNNA1|JUN|CDK1|BCL2,128,547|754|688|637|553,0.00011,,GO:0048678,0.282390874094432,0
56,5,0.0892857142857143,GO Biological Process,,Ureteric bud morphogenesis,0.0015,SMAD4|GATA3|BCL2|MYC|CTNNB1,128,616|445|553|505|580,0.00011,,GO:0060675,0.282390874094432,0
101,9,0.0891089108910891,GO Biological Process,,Regulation of actomyosin structure organization,0.00000476,PXN|TSC1|MET|SMAD3|SMAD4|NF2|MTOR|STMN1|BRAF,128,757|433|400|538|616|613|352|439|694,0.000000192,,GO:0110020,0.532239304727951,0
90,8,0.0888888888888889,GO Biological Process,,Leukocyte homeostasis,0.0000206,BAX|AXL|BAK1|ANXA1|RPS6|BCL2L11|BCL2|BAP1,128,547|670|520|565|682|586|553|379,0.000000952,,GO:0001776,0.468613277963085,0
45,4,0.0888888888888889,GO Biological Process,,Branching involved in ureteric bud morphogenesis,0.0062,SMAD4|BCL2|MYC|CTNNB1,128,616|553|505|580,0.00056,,GO:0001658,0.220760831050175,0
45,4,0.0888888888888889,GO Biological Process,,Replication fork processing,0.0062,MRE11|PCNA|BRCA2|RAD51,128,679|376|751|658,0.00056,,GO:0031297,0.220760831050175,0
45,4,0.0888888888888889,GO Biological Process,,Lung morphogenesis,0.0062,MAPK1|MAP2K1|YAP1|CTNNB1,128,622|559|523|580,0.00056,,GO:0060425,0.220760831050175,0
124,11,0.0887096774193548,GO Biological Process,,Regulation of DNA biosynthetic process,0.000000257,MAPK1|TP53|ATM|SRC|PCNA|ACVRL1|XRCC5|CDKN1A|CHEK1|MYC|CTNNB1,128,622|709|475|625|376|712|574|604|442|505|580,0.00000000838,,GO:2000278,0.659006687666871,0
226,20,0.0884955752212389,GO Biological Process,,Gonad development,3.06E-13,ERCC1|CCND1|MSH2|KDR|GATA6|ATM|KIT|BAX|CTNNA1|PGR|FOXO3|SMAD4|SRC|AR|BCL2L1|GATA3|BRCA2|BCL2L11|BCL2|ESR1,128,730|481|736|460|631|475|514|547|754|568|541|616|625|733|385|445|751|586|553|760,4.9E-15,,GO:0008406,1.25142785735184,0
113,10,0.0884955752212389,GO Biological Process,,Cardiocyte differentiation,0.00000117,MAPK1|GATA6|PDCD4|NRG1|TSC1|SMAD4|MTOR|CDK1|MYH11|NOTCH1,128,622|631|397|502|433|616|352|637|358|571,0.0000000417,,GO:0035051,0.593181413825384,0
113,10,0.0884955752212389,GO Biological Process,,Positive regulation of protein kinase B signaling,0.00000117,XBP1|PIK3CA|EGFR|NRG1|RICTOR|AXL|MET|PARK7|SRC|GATA3,128,739|715|406|502|478|670|400|340|625|445,0.0000000417,,GO:0051897,0.593181413825384,0
102,9,0.0882352941176471,GO Biological Process,,Erythrocyte homeostasis,0.00000507,PRDX1|RB1|KIT|AXL|ADAR|GATA3|RPS6|G6PD|BAP1,128,415|595|514|670|646|445|682|496|379,0.000000207,,GO:0034101,0.529499204066666,0
34,3,0.0882352941176471,GO Biological Process,,miRNA processing,0.0261,SMAD1|SMAD3|ADAR,128,700|538|646,0.0029,,GO:0035196,0.158335949266172,0
171,15,0.087719298245614,GO Biological Process,,Morphogenesis of a branching structure,7.45E-10,KDR|MET|PGR|SMAD4|TGM2|RBM15|SRC|AR|BCL2|SETD2|ESR1|MYC|YAP1|CTNNB1|NOTCH1,128,460|400|568|616|535|589|625|733|553|532|760|505|523|580|571,1.68E-11,,GO:0001763,0.912784372725171,0
171,15,0.087719298245614,GO Biological Process,,T cell differentiation,7.45E-10,STAT3|TP53|KIT|TSC1|STK11|MTOR|PREX1|SYK|ANXA1|GATA3|RPS6|BCL2|BRAF|LCK|CTNNB1,128,691|709|514|433|499|352|718|382|565|445|682|553|694|511|580,1.68E-11,,GO:0030217,0.912784372725171,0
114,10,0.087719298245614,GO Biological Process,,Stem cell population maintenance,0.00000124,STAT3|CDH2|KIT|FOXO3|RAF1|BRAF|EIF4E|YAP1|CTNNB1|NOTCH1,128,691|370|514|541|727|694|745|523|580|571,0.000000045,,GO:0019827,0.590657831483776,0
57,5,0.087719298245614,GO Biological Process,,Embryonic digit morphogenesis,0.0016,BAX|SMAD4|BCL2L11|CTNNB1|NOTCH1,128,547|616|586|580|571,0.00012,,GO:0042733,0.279588001734407,0
137,12,0.0875912408759124,GO Biological Process,,Regulation of muscle cell differentiation,0.0000000649,XBP1|MAPK14|PDCD4|NRG1|KIT|SMAD1|SMAD4|MTOR|YBX1|G6PD|BCL2|NOTCH1,128,739|634|397|502|514|700|616|352|592|496|553|571,0.00000000196,,GO:0051147,0.718775530319963,0
103,9,0.087378640776699,GO Biological Process,,Cellular response to ketone,0.00000545,RPS6KB1|FOXO3|PARK7|PRKAA1|SRC|AR|ERRFI1|EIF4E|ACACA,128,421|541|340|343|625|733|334|745|466,0.000000224,,GO:1901655,0.526360349772336,0
436,38,0.0871559633027523,GO Biological Process,,Reproductive structure development,1.3E-25,ERCC1|MAPK1|CCND1|CDKN1B|MAPK14|MSH2|SNAI1|KDR|GATA6|EGFR|ATM|KIT|BAX|AXL|MAP2K1|CTNNA1|STK11|PGR|FOXO3|SMAD4|CASP8|RBM15|PTEN|SRC|BAK1|AR|BCL2L1|ANXA1|GATA3|BRCA2|RPS6|BCL2L11|BCL2|SETD2|ESR1|BIRC2|CTNNB1|NOTCH1,128,730|622|481|583|634|736|655|460|631|406|475|514|547|670|559|754|499|568|541|616|427|589|373|625|520|733|385|565|445|751|682|586|553|532|760|391|580|571,7.29E-28,,GO:0048608,2.48860566476932,0
230,20,0.0869565217391304,GO Biological Process,,Negative regulation of apoptotic signaling pathway,4.09E-13,XBP1|SERPINE1|RPS6KB1|SNAI1|RB1|NRG1|BAX|CTNNA1|BID|PARK7|PEA15|SRC|BAK1|AR|HSPA1A|BCL2L1|BCL2|RAF1|YAP1|CTNNB1,128,739|322|421|655|595|502|547|754|763|340|661|625|520|733|316|385|553|727|523|580,6.68E-15,,GO:2001234,1.23882766919927,0
207,18,0.0869565217391304,GO Biological Process,,Positive regulation of epithelial cell proliferation,8.44E-12,XBP1|CCND1|KDR|CDH3|STAT3|EGFR|RPTOR|STAT5A|NRAS|JUN|AR|ACVRL1|BAD|PRKCA|MYC|YAP1|CTNNB1|NOTCH1,128,739|481|460|697|691|406|676|550|649|688|733|712|493|706|505|523|580|571,1.63E-13,,GO:0050679,1.10736575533743,0
115,10,0.0869565217391304,GO Biological Process,,Positive regulation of cell cycle phase transition,0.00000134,CCND1|CCNB1|BRD4|RB1|EGFR|RPTOR|ANXA1|CHEK2|CDK1|EIF4G1,128,481|457|517|595|406|676|565|361|637|544,0.0000000486,,GO:1901989,0.587289520163519,0
92,8,0.0869565217391304,GO Biological Process,,Positive regulation of B cell activation,0.0000238,XBP1|MSH2|SYK|TP53BP1|TFRC|BAD|BCL2|CDKN1A,128,739|736|382|463|319|493|553|604,0.00000111,,GO:0050871,0.462342304294349,0
92,8,0.0869565217391304,GO Biological Process,,Regulation of stress fiber assembly,0.0000238,PXN|TSC1|MET|SMAD3|NF2|MTOR|STMN1|BRAF,128,757|433|400|538|613|352|439|694,0.00000111,,GO:0051492,0.462342304294349,0
46,4,0.0869565217391304,GO Biological Process,,Response to epidermal growth factor,0.0066,MAPK1|EGFR|BECN1|ERRFI1,128,622|406|430|334,0.00061,,GO:0070849,0.218045606445813,0
46,4,0.0869565217391304,GO Biological Process,,Negative regulation of oxidative stress-induced cell death,0.0066,TSC1|MET|PARK7|CTNNB1,128,433|400|340|580,0.00061,,GO:1903202,0.218045606445813,0
162,14,0.0864197530864197,GO Biological Process,,Morphogenesis of a branching epithelium,0.00000000391,KDR|MET|PGR|SMAD4|TGM2|RBM15|SRC|AR|BCL2|ESR1|MYC|YAP1|CTNNB1|NOTCH1,128,460|400|568|616|535|589|625|733|553|760|505|523|580|571,9.86E-11,,GO:0061138,0.840782324260413,0
81,7,0.0864197530864197,GO Biological Process,,Regulation of stem cell proliferation,0.0001,CCNE1|KDR|TP53|NF2|YAP1|CTNNB1|NOTCH1,128,742|460|709|613|523|580|571,0.00000553,,GO:0072091,0.4,0
58,5,0.0862068965517241,GO Biological Process,,G2/M transition of mitotic cell cycle,0.0017,CCNB1|FOXM1|CHEK2|CDK1|CHEK1,128,457|484|361|637|442,0.00013,,GO:0000086,0.276955107862173,0
58,5,0.0862068965517241,GO Biological Process,,Substrate adhesion-dependent cell spreading,0.0017,PXN|AXL|FN1|SRC|BRAF,128,757|670|703|625|694,0.00013,,GO:0034446,0.276955107862173,0
105,9,0.0857142857142857,GO Biological Process,,Columnar/cuboidal epithelial cell differentiation,0.0000063,CDH2|GATA6|FASN|PGR|CAV1|SRC|YAP1|CTNNB1|NOTCH1,128,370|631|472|568|685|625|523|580|571,0.00000026,,GO:0002065,0.520065945054642,0
105,9,0.0857142857142857,GO Biological Process,,Regulation of signal transduction by p53 class mediator,0.0000063,SNAI1|TP53|ATM|STK11|MTOR|CHEK2|BCL2|CHEK1|MYC,128,655|709|475|499|352|361|553|442|505,0.00000026,,GO:1901796,0.520065945054642,0
70,6,0.0857142857142857,GO Biological Process,,Vasculogenesis,0.00043,KDR|CAV1|SETD2|YAP1|CTNNB1|NOTCH1,128,460|685|532|523|580|571,0.0000276,,GO:0001570,0.336653154442041,0
35,3,0.0857142857142857,GO Biological Process,,Positive regulation of phosphatidylinositol 3-kinase activity,0.0279,KIT|IRS1|SRC,128,514|610|625,0.0032,,GO:0043552,0.15543957967264,0
35,3,0.0857142857142857,GO Biological Process,,Cellular response to fatty acid,0.0279,IRS1|SRC|XRCC5,128,610|625|574,0.0032,,GO:0071398,0.15543957967264,0
152,13,0.0855263157894737,GO Biological Process,,Cellular response to steroid hormone stimulus,0.0000000189,RPS6KB1|ARID1A|PGR|FOXO3|SRC|AR|HSPA1A|ANXA1|ERRFI1|BCL2L11|ESR1|EIF4E|YAP1,128,421|619|568|541|625|733|316|565|334|586|760|745|523,5.33E-10,,GO:0071383,0.772353819582676,0
129,11,0.0852713178294574,GO Biological Process,,Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,0.000000367,BAX|BID|SMAD3|CASP8|BAK1|SYK|BCL2L11|BAD|LCK|MYC|DIABLO,128,547|763|538|427|520|382|586|493|511|505|508,0.0000000123,,GO:0043280,0.643533393574791,0
94,8,0.0851063829787234,GO Biological Process,,Oogenesis,0.0000272,ERCC1|ATM|FOXO3|SRC|BRCA2|RPS6|BCL2|CTNNB1,128,730|475|541|625|751|682|553|580,0.00000129,,GO:0048477,0.45654310959658,0
47,4,0.0851063829787234,GO Biological Process,,Regulation of glycolytic process,0.0071,STAT3|RPTOR|PRKAA1|MTOR,128,691|676|343|352,0.00066,,GO:0006110,0.214874165128092,0
365,31,0.0849315068493151,GO Biological Process,,Regulation of apoptotic signaling pathway,2.3E-20,XBP1|SERPINE1|RPS6KB1|SNAI1|RB1|TP53|NRG1|BAX|CTNNA1|BID|PRKCD|CAV1|PARK7|BECN1|PARP1|PEA15|PTEN|SRC|BAK1|AR|HSPA1A|BCL2L1|BCL2L11|BAD|BCL2|MAPK9|RAF1|LCK|MYC|YAP1|CTNNB1,128,739|322|421|655|595|709|502|547|754|763|325|685|340|430|409|661|373|625|520|733|316|385|586|493|553|403|727|511|505|523|580,2.04E-22,,GO:2001233,1.96382721639824,0
106,9,0.0849056603773585,GO Biological Process,,Hematopoietic progenitor cell differentiation,0.00000674,KDR|TP53|KIT|EEF2|ADAR|GATA3|XRCC5|BCL2|BRAF,128,460|709|514|724|646|445|574|553|694,0.000000281,,GO:0002244,0.517134010346468,0
142,12,0.0845070422535211,GO Biological Process,,Regulation of smooth muscle cell proliferation,0.000000093,XBP1|RPS6KB1|CDKN1B|PIK3CA|PDCD4|ITGA2|JUN|PTEN|SRC|XRCC5|CDKN1A|CTNNB1,128,739|421|583|715|397|721|688|373|625|574|604|580,0.00000000286,,GO:0048660,0.703151705144607,0
166,14,0.0843373493975904,GO Biological Process,,Regulation of protein kinase B signaling,0.00000000518,XBP1|TSC2|PIK3CA|EGFR|NRG1|RICTOR|AXL|MET|STK11|PARK7|MTOR|PTEN|SRC|GATA3,128,739|562|715|406|502|478|670|400|499|340|352|373|625|445,1.33E-10,,GO:0051896,0.828567024025477,0
83,7,0.0843373493975904,GO Biological Process,,Odontogenesis of dentin-containing tooth,0.00012,SERPINE1|GATA6|BAX|CTNNA1|NF2|BCL2L11|CTNNB1,128,322|631|547|754|613|586|580,0.00000642,,GO:0042475,0.392081875395238,0
83,7,0.0843373493975904,GO Biological Process,,Cellular response to acid chemical,0.00012,XBP1|PIK3CA|EGFR|RPTOR|MTOR|COL6A1|BCL2L1,128,739|715|406|676|352|490|385,0.00000642,,GO:0071229,0.392081875395238,0
95,8,0.0842105263157895,GO Biological Process,,Regulation of leukocyte apoptotic process,0.0000292,TP53|BAX|AXL|PTEN|BCL2L1|ANXA1|BCL2L11|BCL2,128,709|547|670|373|385|565|586|553,0.00000139,,GO:2000106,0.453461714855158,0
167,14,0.0838323353293413,GO Biological Process,,Gastrulation,0.00000000551,SNAI1|GATA6|TP53|ITGA2|MAP2K1|SMAD1|SMAD3|SMAD4|NF2|FN1|COL6A1|RPS6|SETD2|CTNNB1,128,655|631|709|721|559|700|538|616|613|703|490|682|532|580,1.43E-10,,GO:0007369,0.825884840114822,0
144,12,0.0833333333333333,GO Biological Process,,Response to glucocorticoid,0.000000107,RPS6KB1|CCND1|IGFBP2|PIK3CA|FOXO3|ANXA1|ERRFI1|PCNA|BCL2L11|BAD|BCL2|EIF4E,128,421|481|598|715|541|565|334|376|586|493|553|745,0.00000000332,,GO:0051384,0.697061622231479,0
96,8,0.0833333333333333,GO Biological Process,,Positive regulation of endothelial cell proliferation,0.0000311,KDR|STAT3|RPTOR|STAT5A|NRAS|JUN|ACVRL1|PRKCA,128,460|691|676|550|649|688|712|706,0.0000015,,GO:0001938,0.450723961097316,0
72,6,0.0833333333333333,GO Biological Process,,Mesoderm morphogenesis,0.0005,SNAI1|ITGA2|SMAD1|SMAD3|NF2|SETD2,128,655|721|700|538|613|532,0.000032,,GO:0048332,0.330102999566398,0
60,5,0.0833333333333333,GO Biological Process,,Positive regulation of epithelial cell differentiation,0.0019,SERPINE1|ACVRL1|BAD|CTNNB1|NOTCH1,128,322|712|493|580|571,0.00015,,GO:0030858,0.272124639904717,0
48,4,0.0833333333333333,GO Biological Process,,Ovulation cycle process,0.0076,PGR|FOXO3|SRC|ESR1,128,568|541|625|760,0.00071,,GO:0022602,0.211918640771921,0
48,4,0.0833333333333333,GO Biological Process,,Positive regulation of TOR signaling,0.0076,XBP1|PIK3CA|RICTOR|RPTOR,128,739|715|478|676,0.00071,,GO:0032008,0.211918640771921,0
